log_id,date,machine_id,product,shift,planned_time_min,downtime_min,operating_time_min,ideal_cycle_time,total_parts,good_parts,defective_parts,availability,performance,quality,oee
230,2023-01-11,WELD-02,Part-A,Afternoon,480,65,415,2.39,149,134,15,0.8646,0.8581,0.8993,0.6672
231,2023-01-11,WELD-02,Part-D,Night,480,93,387,2.67,140,131,9,0.8063,0.9659,0.9357,0.7287
232,2023-01-12,CNC-01,Part-D,Morning,480,82,398,2.95,103,96,7,0.8292,0.7634,0.932,0.59
233,2023-01-12,CNC-01,Part-A,Afternoon,480,54,426,2.53,146,143,3,0.8875,0.8671,0.9795,0.7538
234,2023-01-12,CNC-01,Part-C,Night,480,115,365,1.62,203,180,23,0.7604,0.901,0.8867,0.6075
235,2023-01-12,CNC-02,Part-C,Morning,480,79,401,2.45,145,132,13,0.8354,0.8859,0.9103,0.6737
236,2023-01-12,CNC-02,Part-A,Afternoon,480,58,422,2.26,160,154,6,0.8792,0.8569,0.9625,0.7251
237,2023-01-12,CNC-02,Part-B,Night,480,109,371,2.48,145,136,9,0.7729,0.9693,0.9379,0.7026
238,2023-01-12,LATHE-01,Part-D,Morning,480,55,425,2.18,157,144,13,0.8854,0.8053,0.9172,0.654
239,2023-01-12,LATHE-01,Part-C,Afternoon,480,51,429,2.12,156,144,12,0.8938,0.7709,0.9231,0.636
240,2023-01-12,LATHE-01,Part-A,Night,480,47,433,2.93,136,126,10,0.9021,0.9203,0.9265,0.7692
241,2023-01-12,LATHE-02,Part-C,Morning,480,106,374,1.63,196,188,8,0.7792,0.8542,0.9592,0.6384
242,2023-01-12,LATHE-02,Part-C,Afternoon,480,103,377,1.7,169,166,3,0.7854,0.7621,0.9822,0.5879
243,2023-01-12,LATHE-02,Part-D,Night,480,85,395,1.68,197,187,10,0.8229,0.8379,0.9492,0.6545
244,2023-01-12,PRESS-01,Part-C,Morning,480,111,369,2.87,98,89,9,0.7688,0.7622,0.9082,0.5322
245,2023-01-12,PRESS-01,Part-D,Afternoon,480,45,435,1.66,229,205,24,0.9062,0.8739,0.8952,0.7089
246,2023-01-12,PRESS-01,Part-A,Night,480,28,452,2.77,136,128,8,0.9417,0.8335,0.9412,0.7388
247,2023-01-12,WELD-01,Part-A,Morning,480,97,383,1.92,160,148,12,0.7979,0.8021,0.925,0.592
248,2023-01-12,WELD-01,Part-B,Afternoon,480,77,403,2.89,133,120,13,0.8396,0.9538,0.9023,0.7226
249,2023-01-12,WELD-01,Part-A,Night,480,34,446,2.55,144,132,12,0.9292,0.8233,0.9167,0.7013
250,2023-01-12,WELD-02,Part-B,Morning,480,23,457,2.8,145,133,12,0.9521,0.8884,0.9172,0.7758
251,2023-01-12,WELD-02,Part-B,Afternoon,480,94,386,2.45,119,114,5,0.8042,0.7553,0.958,0.5819
252,2023-01-12,WELD-02,Part-C,Night,480,48,432,2.13,169,155,14,0.9,0.8333,0.9172,0.6879
253,2023-01-13,CNC-01,Part-B,Morning,480,99,381,2.91,117,114,3,0.7937,0.8936,0.9744,0.6911
254,2023-01-13,CNC-01,Part-D,Afternoon,480,20,460,2.63,133,118,15,0.9583,0.7604,0.8872,0.6465
255,2023-01-13,CNC-01,Part-B,Night,480,84,396,2.14,166,153,13,0.825,0.8971,0.9217,0.6822
256,2023-01-13,CNC-02,Part-D,Morning,480,96,384,2.27,141,125,16,0.8,0.8335,0.8865,0.5911
257,2023-01-13,CNC-02,Part-A,Afternoon,480,67,413,2.5,125,115,10,0.8604,0.7567,0.92,0.599
258,2023-01-13,CNC-02,Part-C,Night,480,0,480,1.81,261,251,10,1.0,0.9842,0.9617,0.9465
259,2023-01-13,LATHE-01,Part-B,Morning,480,37,443,1.99,167,160,7,0.9229,0.7502,0.9581,0.6633
260,2023-01-13,LATHE-01,Part-C,Afternoon,480,16,464,2.07,207,193,14,0.9667,0.9235,0.9324,0.8324
261,2023-01-13,LATHE-01,Part-D,Night,480,9,471,2.1,209,193,16,0.9812,0.9318,0.9234,0.8442
262,2023-01-13,LATHE-02,Part-D,Morning,480,117,363,1.62,185,171,14,0.7562,0.8256,0.9243,0.5771
263,2023-01-13,LATHE-02,Part-C,Afternoon,480,90,390,2.46,130,120,10,0.8125,0.82,0.9231,0.615
264,2023-01-13,LATHE-02,Part-C,Night,480,21,459,2.7,153,148,5,0.9563,0.9,0.9673,0.8325
265,2023-01-13,PRESS-01,Part-D,Morning,480,11,469,2.16,168,155,13,0.9771,0.7737,0.9226,0.6975
266,2023-01-13,PRESS-01,Part-B,Afternoon,480,67,413,1.62,246,236,10,0.8604,0.9649,0.9593,0.7964
267,2023-01-13,PRESS-01,Part-B,Night,480,42,438,2.67,126,119,7,0.9125,0.7681,0.9444,0.6619
268,2023-01-13,WELD-01,Part-B,Morning,480,115,365,2.66,114,112,2,0.7604,0.8308,0.9825,0.6207
269,2023-01-13,WELD-01,Part-B,Afternoon,480,30,450,1.65,221,198,23,0.9375,0.8103,0.8959,0.6806
270,2023-01-13,WELD-01,Part-D,Night,480,97,383,2.64,111,109,2,0.7979,0.7651,0.982,0.5995
271,2023-01-13,WELD-02,Part-C,Morning,480,59,421,2.63,150,139,11,0.8771,0.9371,0.9267,0.7617
272,2023-01-13,WELD-02,Part-D,Afternoon,480,110,370,2.96,103,95,8,0.7708,0.824,0.9223,0.5858
273,2023-01-13,WELD-02,Part-C,Night,480,56,424,2.45,164,154,10,0.8833,0.9476,0.939,0.786
274,2023-01-14,CNC-01,Part-C,Morning,480,64,416,1.61,223,197,26,0.8667,0.8631,0.8834,0.6608
275,2023-01-14,CNC-01,Part-A,Afternoon,480,106,374,1.93,176,173,3,0.7792,0.9082,0.983,0.6956
276,2023-01-14,CNC-01,Part-A,Night,480,78,402,2.39,142,134,8,0.8375,0.8442,0.9437,0.6672
277,2023-01-14,CNC-02,Part-D,Morning,480,57,423,2.86,132,118,14,0.8812,0.8925,0.8939,0.703
278,2023-01-14,CNC-02,Part-C,Afternoon,480,64,416,1.73,184,164,20,0.8667,0.7652,0.8913,0.5911
279,2023-01-14,CNC-02,Part-D,Night,480,91,389,1.63,217,191,26,0.8104,0.9093,0.8802,0.6486
280,2023-01-14,LATHE-01,Part-C,Morning,480,56,424,2.29,167,153,14,0.8833,0.902,0.9162,0.73
281,2023-01-14,LATHE-01,Part-C,Afternoon,480,49,431,2.11,170,160,10,0.8979,0.8323,0.9412,0.7034
282,2023-01-14,LATHE-01,Part-C,Night,480,8,472,1.99,210,193,17,0.9833,0.8854,0.919,0.8001
283,2023-01-14,LATHE-02,Part-B,Morning,480,92,388,2.78,138,130,8,0.8083,0.9888,0.942,0.7529
284,2023-01-14,LATHE-02,Part-C,Afternoon,480,42,438,1.62,247,242,5,0.9125,0.9136,0.9798,0.8168
285,2023-01-14,LATHE-02,Part-A,Night,480,83,397,2.55,132,124,8,0.8271,0.8479,0.9394,0.6588
286,2023-01-14,PRESS-01,Part-B,Morning,480,39,441,2.34,171,156,15,0.9187,0.9073,0.9123,0.7604
287,2023-01-14,PRESS-01,Part-A,Afternoon,480,85,395,2.55,152,150,2,0.8229,0.9813,0.9868,0.7969
288,2023-01-14,PRESS-01,Part-C,Night,480,82,398,2.51,139,122,17,0.8292,0.8766,0.8777,0.638
289,2023-01-14,WELD-01,Part-B,Morning,480,23,457,2.93,130,125,5,0.9521,0.8335,0.9615,0.763
290,2023-01-14,WELD-01,Part-A,Afternoon,480,28,452,3.0,118,107,11,0.9417,0.7832,0.9068,0.6688
291,2023-01-14,WELD-01,Part-A,Night,480,64,416,2.66,149,145,4,0.8667,0.9527,0.9732,0.8036
292,2023-01-14,WELD-02,Part-D,Morning,480,84,396,2.01,185,165,20,0.825,0.939,0.8919,0.6909
293,2023-01-14,WELD-02,Part-B,Afternoon,480,19,461,1.74,253,244,9,0.9604,0.9549,0.9644,0.8844
294,2023-01-14,WELD-02,Part-B,Night,480,92,388,2.16,153,146,7,0.8083,0.8518,0.9542,0.657
295,2023-01-15,CNC-01,Part-B,Morning,480,56,424,2.42,164,158,6,0.8833,0.936,0.9634,0.7965
296,2023-01-15,CNC-01,Part-B,Afternoon,480,68,412,1.86,219,211,8,0.8583,0.9887,0.9635,0.8176
297,2023-01-15,CNC-01,Part-C,Night,480,47,433,2.52,153,142,11,0.9021,0.8904,0.9281,0.7455
298,2023-01-15,CNC-02,Part-B,Morning,480,99,381,2.07,162,159,3,0.7937,0.8802,0.9815,0.6857
299,2023-01-15,CNC-02,Part-D,Afternoon,480,102,378,2.41,151,133,18,0.7875,0.9627,0.8808,0.6678
300,2023-01-15,CNC-02,Part-A,Night,480,111,369,2.06,176,168,8,0.7688,0.9825,0.9545,0.721
301,2023-01-15,LATHE-01,Part-B,Morning,480,36,444,1.63,215,199,16,0.925,0.7893,0.9256,0.6758
302,2023-01-15,LATHE-01,Part-D,Afternoon,480,106,374,2.16,170,153,17,0.7792,0.9818,0.9,0.6885
303,2023-01-15,LATHE-01,Part-C,Night,480,113,367,2.02,137,121,16,0.7646,0.7541,0.8832,0.5092
304,2023-01-15,LATHE-02,Part-C,Morning,480,30,450,2.08,166,150,16,0.9375,0.7673,0.9036,0.65
305,2023-01-15,LATHE-02,Part-B,Afternoon,480,119,361,1.65,203,186,17,0.7521,0.9278,0.9163,0.6394
306,2023-01-15,LATHE-02,Part-B,Night,480,17,463,1.56,290,270,20,0.9646,0.9771,0.931,0.8775
307,2023-01-15,PRESS-01,Part-A,Morning,480,97,383,2.56,128,112,16,0.7979,0.8556,0.875,0.5973
308,2023-01-15,PRESS-01,Part-D,Afternoon,480,2,478,1.88,243,228,15,0.9958,0.9557,0.9383,0.893
309,2023-01-15,PRESS-01,Part-B,Night,480,14,466,2.66,141,125,16,0.9708,0.8048,0.8865,0.6926
310,2023-01-15,WELD-01,Part-D,Morning,480,53,427,2.46,157,139,18,0.8896,0.9045,0.8854,0.7124
311,2023-01-15,WELD-01,Part-B,Afternoon,480,76,404,2.3,159,149,10,0.8417,0.9052,0.9371,0.714
312,2023-01-15,WELD-01,Part-D,Night,480,37,443,2.14,187,169,18,0.9229,0.9033,0.9037,0.7534
313,2023-01-15,WELD-02,Part-A,Morning,480,23,457,2.5,141,139,2,0.9521,0.7713,0.9858,0.7239
314,2023-01-15,WELD-02,Part-A,Afternoon,480,67,413,2.32,168,157,11,0.8604,0.9437,0.9345,0.7588
315,2023-01-15,WELD-02,Part-C,Night,480,49,431,2.81,116,107,9,0.8979,0.7563,0.9224,0.6264
316,2023-01-16,CNC-01,Part-B,Morning,480,32,448,2.62,143,126,17,0.9333,0.8363,0.8811,0.6877
317,2023-01-16,CNC-01,Part-C,Afternoon,480,93,387,2.49,120,113,7,0.8063,0.7721,0.9417,0.5862
318,2023-01-16,CNC-01,Part-B,Night,480,17,463,1.57,261,253,8,0.9646,0.885,0.9693,0.8275
319,2023-01-16,CNC-02,Part-B,Morning,480,106,374,2.67,121,115,6,0.7792,0.8638,0.9504,0.6397
320,2023-01-16,CNC-02,Part-A,Afternoon,480,103,377,1.7,206,202,4,0.7854,0.9289,0.9806,0.7154
321,2023-01-16,CNC-02,Part-C,Night,480,37,443,1.8,233,227,6,0.9229,0.9467,0.9742,0.8512
322,2023-01-16,LATHE-01,Part-D,Morning,480,119,361,1.97,155,150,5,0.7521,0.8458,0.9677,0.6156
323,2023-01-16,LATHE-01,Part-A,Afternoon,480,32,448,1.55,263,239,24,0.9333,0.9099,0.9087,0.7717
324,2023-01-16,LATHE-01,Part-D,Night,480,110,370,2.48,122,118,4,0.7708,0.8177,0.9672,0.6096
325,2023-01-16,LATHE-02,Part-C,Morning,480,113,367,2.1,150,147,3,0.7646,0.8583,0.98,0.6431
326,2023-01-16,LATHE-02,Part-C,Afternoon,480,23,457,2.24,178,174,4,0.9521,0.8725,0.9775,0.812
327,2023-01-16,LATHE-02,Part-B,Night,480,102,378,1.62,199,184,15,0.7875,0.8529,0.9246,0.621
328,2023-01-16,PRESS-01,Part-C,Morning,480,69,411,1.94,164,150,14,0.8562,0.7741,0.9146,0.6062
329,2023-01-16,PRESS-01,Part-D,Afternoon,480,39,441,2.17,188,168,20,0.9187,0.9251,0.8936,0.7595
330,2023-01-16,PRESS-01,Part-D,Night,480,44,436,2.17,187,183,4,0.9083,0.9307,0.9786,0.8273
331,2023-01-16,WELD-01,Part-D,Morning,480,35,445,2.46,171,151,20,0.9271,0.9453,0.883,0.7739
332,2023-01-16,WELD-01,Part-A,Afternoon,480,46,434,2.27,179,160,19,0.9042,0.9362,0.8939,0.7567
333,2023-01-16,WELD-01,Part-B,Night,480,18,462,2.77,153,142,11,0.9625,0.9173,0.9281,0.8194
334,2023-01-16,WELD-02,Part-A,Morning,480,8,472,1.85,232,213,19,0.9833,0.9093,0.9181,0.8209
335,2023-01-16,WELD-02,Part-D,Afternoon,480,77,403,1.73,200,184,16,0.8396,0.8586,0.92,0.6632
336,2023-01-16,WELD-02,Part-C,Night,480,97,383,1.62,185,170,15,0.7979,0.7825,0.9189,0.5737
337,2023-01-17,CNC-01,Part-B,Morning,480,83,397,1.92,204,180,24,0.8271,0.9866,0.8824,0.7201
338,2023-01-17,CNC-01,Part-C,Afternoon,480,63,417,2.28,178,158,20,0.8688,0.9732,0.8876,0.7505
339,2023-01-17,CNC-01,Part-D,Night,480,90,390,2.17,179,163,16,0.8125,0.996,0.9106,0.7369
340,2023-01-17,CNC-02,Part-D,Morning,480,25,455,1.68,260,241,19,0.9479,0.96,0.9269,0.8435
341,2023-01-17,CNC-02,Part-C,Afternoon,480,11,469,2.72,171,169,2,0.9771,0.9917,0.9883,0.9577
342,2023-01-17,CNC-02,Part-B,Night,480,90,390,1.6,215,210,5,0.8125,0.8821,0.9767,0.7
343,2023-01-17,LATHE-01,Part-C,Morning,480,91,389,2.56,140,125,15,0.8104,0.9213,0.8929,0.6667
344,2023-01-17,LATHE-01,Part-B,Afternoon,480,65,415,1.84,224,216,8,0.8646,0.9932,0.9643,0.8281
345,2023-01-17,LATHE-01,Part-D,Night,480,101,379,2.24,142,133,9,0.7896,0.8393,0.9366,0.6207
346,2023-01-17,LATHE-02,Part-A,Morning,480,102,378,2.97,99,96,3,0.7875,0.7779,0.9697,0.594
347,2023-01-17,LATHE-02,Part-D,Afternoon,480,39,441,2.1,195,181,14,0.9187,0.9286,0.9282,0.7919
348,2023-01-17,LATHE-02,Part-C,Night,480,98,382,2.11,161,143,18,0.7958,0.8893,0.8882,0.6286
349,2023-01-17,PRESS-01,Part-B,Morning,480,82,398,1.61,214,200,14,0.8292,0.8657,0.9346,0.6709
350,2023-01-17,PRESS-01,Part-B,Afternoon,480,112,368,2.74,119,112,7,0.7667,0.886,0.9412,0.6394
351,2023-01-17,PRESS-01,Part-B,Night,480,55,425,2.25,182,176,6,0.8854,0.9635,0.967,0.8249
352,2023-01-17,WELD-01,Part-C,Morning,480,38,442,1.75,209,200,9,0.9208,0.8275,0.9569,0.7291
353,2023-01-17,WELD-01,Part-B,Afternoon,480,120,360,2.28,129,114,15,0.75,0.817,0.8837,0.5415
354,2023-01-17,WELD-01,Part-A,Night,480,81,399,2.93,111,105,6,0.8313,0.8151,0.9459,0.6409
355,2023-01-17,WELD-02,Part-B,Morning,480,64,416,2.46,151,142,9,0.8667,0.8929,0.9404,0.7278
356,2023-01-17,WELD-02,Part-A,Afternoon,480,84,396,2.44,158,144,14,0.825,0.9735,0.9114,0.732
357,2023-01-17,WELD-02,Part-C,Night,480,105,375,2.8,103,101,2,0.7812,0.7691,0.9806,0.5892
358,2023-01-18,CNC-01,Part-A,Morning,480,83,397,1.82,194,183,11,0.8271,0.8894,0.9433,0.6939
359,2023-01-18,CNC-01,Part-C,Afternoon,480,63,417,2.83,130,123,7,0.8688,0.8823,0.9462,0.7253
360,2023-01-18,CNC-01,Part-D,Night,480,61,419,1.87,213,196,17,0.8729,0.9506,0.9202,0.7636
361,2023-01-18,CNC-02,Part-D,Morning,480,9,471,2.53,146,135,11,0.9812,0.7842,0.9247,0.7115
362,2023-01-18,CNC-02,Part-C,Afternoon,480,26,454,2.01,177,172,5,0.9458,0.7836,0.9718,0.7202
363,2023-01-18,CNC-02,Part-C,Night,480,93,387,2.98,108,99,9,0.8063,0.8316,0.9167,0.6147
364,2023-01-18,LATHE-01,Part-C,Morning,480,65,415,2.34,147,136,11,0.8646,0.8289,0.9252,0.6631
365,2023-01-18,LATHE-01,Part-D,Afternoon,480,57,423,1.87,175,159,16,0.8812,0.7736,0.9086,0.6194
366,2023-01-18,LATHE-01,Part-B,Night,480,110,370,2.42,124,120,4,0.7708,0.811,0.9677,0.6049
367,2023-01-18,LATHE-02,Part-B,Morning,480,104,376,1.99,168,153,15,0.7833,0.8891,0.9107,0.6342
368,2023-01-18,LATHE-02,Part-D,Afternoon,480,63,417,2.99,120,117,3,0.8688,0.8604,0.975,0.7288
369,2023-01-18,LATHE-02,Part-B,Night,480,2,478,1.64,247,229,18,0.9958,0.8474,0.9271,0.7823
370,2023-01-18,PRESS-01,Part-D,Morning,480,27,453,2.38,145,132,13,0.9437,0.7618,0.9103,0.6544
371,2023-01-18,PRESS-01,Part-C,Afternoon,480,36,444,2.31,184,170,14,0.925,0.9573,0.9239,0.8181
372,2023-01-18,PRESS-01,Part-A,Night,480,93,387,2.05,160,141,19,0.8063,0.8475,0.8812,0.6022
373,2023-01-18,WELD-01,Part-D,Morning,480,72,408,2.34,146,133,13,0.85,0.8374,0.911,0.6484
374,2023-01-18,WELD-01,Part-A,Afternoon,480,64,416,2.18,169,164,5,0.8667,0.8856,0.9704,0.7448
375,2023-01-18,WELD-01,Part-C,Night,480,16,464,2.96,133,128,5,0.9667,0.8484,0.9624,0.7893
376,2023-01-18,WELD-02,Part-D,Morning,480,71,409,2.91,131,118,13,0.8521,0.9321,0.9008,0.7155
377,2023-01-18,WELD-02,Part-D,Afternoon,480,64,416,1.56,202,193,9,0.8667,0.7575,0.9554,0.6272
378,2023-01-18,WELD-02,Part-C,Night,480,66,414,2.19,170,159,11,0.8625,0.8993,0.9353,0.7255
379,2023-01-19,CNC-01,Part-C,Morning,480,119,361,2.42,117,115,2,0.7521,0.7843,0.9829,0.5798
380,2023-01-19,CNC-01,Part-C,Afternoon,480,75,405,2.0,193,181,12,0.8438,0.9531,0.9378,0.7542
381,2023-01-19,CNC-01,Part-D,Night,480,60,420,2.72,130,124,6,0.875,0.8419,0.9538,0.7026
382,2023-01-19,CNC-02,Part-A,Morning,480,74,406,1.96,201,196,5,0.8458,0.9703,0.9751,0.8002
383,2023-01-19,CNC-02,Part-B,Afternoon,480,76,404,2.21,181,174,7,0.8417,0.9901,0.9613,0.8011
384,2023-01-19,CNC-02,Part-D,Night,480,92,388,1.58,213,199,14,0.8083,0.8674,0.9343,0.6551
385,2023-01-19,LATHE-01,Part-A,Morning,480,18,462,2.73,137,129,8,0.9625,0.8095,0.9416,0.7336
386,2023-01-19,LATHE-01,Part-B,Afternoon,480,24,456,1.53,246,220,26,0.95,0.8254,0.8943,0.7012
387,2023-01-19,LATHE-01,Part-A,Night,480,52,428,2.25,171,159,12,0.8917,0.8989,0.9298,0.7453
388,2023-01-19,LATHE-02,Part-D,Morning,480,90,390,1.71,182,166,16,0.8125,0.798,0.9121,0.5914
389,2023-01-19,LATHE-02,Part-C,Afternoon,480,67,413,2.07,197,183,14,0.8604,0.9874,0.9289,0.7892
390,2023-01-19,LATHE-02,Part-C,Night,480,69,411,2.03,190,182,8,0.8562,0.9384,0.9579,0.7696
391,2023-01-19,PRESS-01,Part-C,Morning,480,78,402,2.23,178,162,16,0.8375,0.9874,0.9101,0.7526
392,2023-01-19,PRESS-01,Part-B,Afternoon,480,28,452,2.91,154,148,6,0.9417,0.9915,0.961,0.8973
393,2023-01-19,PRESS-01,Part-C,Night,480,88,392,2.56,126,115,11,0.8167,0.8229,0.9127,0.6134
394,2023-01-19,WELD-01,Part-D,Morning,480,36,444,1.68,242,223,19,0.925,0.9157,0.9215,0.7805
395,2023-01-19,WELD-01,Part-A,Afternoon,480,104,376,2.02,175,156,19,0.7833,0.9402,0.8914,0.6565
396,2023-01-19,WELD-01,Part-C,Night,480,36,444,2.93,116,113,3,0.925,0.7655,0.9741,0.6897
397,2023-01-19,WELD-02,Part-C,Morning,480,95,385,2.22,138,129,9,0.8021,0.7957,0.9348,0.5966
398,2023-01-19,WELD-02,Part-A,Afternoon,480,17,463,1.66,260,235,25,0.9646,0.9322,0.9038,0.8127
399,2023-01-19,WELD-02,Part-A,Night,480,85,395,2.86,111,100,11,0.8229,0.8037,0.9009,0.5958
400,2023-01-20,CNC-01,Part-B,Morning,480,52,428,2.0,185,176,9,0.8917,0.8645,0.9514,0.7334
401,2023-01-20,CNC-01,Part-D,Afternoon,480,0,480,2.95,161,144,17,1.0,0.9895,0.8944,0.885
402,2023-01-20,CNC-01,Part-C,Night,480,61,419,2.48,158,144,14,0.8729,0.9352,0.9114,0.744
403,2023-01-20,CNC-02,Part-B,Morning,480,82,398,1.59,235,223,12,0.8292,0.9388,0.9489,0.7387
404,2023-01-20,CNC-02,Part-B,Afternoon,480,68,412,2.61,151,133,18,0.8583,0.9566,0.8808,0.7232
405,2023-01-20,CNC-02,Part-D,Night,480,53,427,2.82,120,117,3,0.8896,0.7925,0.975,0.6874
406,2023-01-20,LATHE-01,Part-C,Morning,480,100,380,2.24,166,163,3,0.7917,0.9785,0.9819,0.7607
407,2023-01-20,LATHE-01,Part-C,Afternoon,480,112,368,1.56,194,183,11,0.7667,0.8224,0.9433,0.5948
408,2023-01-20,LATHE-01,Part-B,Night,480,36,444,2.18,185,173,12,0.925,0.9083,0.9351,0.7856
409,2023-01-20,LATHE-02,Part-C,Morning,480,108,372,2.26,134,129,5,0.775,0.8141,0.9627,0.6074
410,2023-01-20,LATHE-02,Part-A,Afternoon,480,20,460,2.6,161,154,7,0.9583,0.91,0.9565,0.8341
411,2023-01-20,LATHE-02,Part-B,Night,480,94,386,2.01,158,150,8,0.8042,0.8227,0.9494,0.6281
412,2023-01-20,PRESS-01,Part-D,Morning,480,22,458,2.42,172,159,13,0.9542,0.9088,0.9244,0.8016
413,2023-01-20,PRESS-01,Part-B,Afternoon,480,65,415,1.99,177,157,20,0.8646,0.8487,0.887,0.6509
414,2023-01-20,PRESS-01,Part-B,Night,480,61,419,1.99,170,154,16,0.8729,0.8074,0.9059,0.6385
415,2023-01-20,WELD-01,Part-A,Morning,480,57,423,2.63,158,144,14,0.8812,0.9824,0.9114,0.789
416,2023-01-20,WELD-01,Part-A,Afternoon,480,33,447,2.48,166,147,19,0.9313,0.921,0.8855,0.7595
417,2023-01-20,WELD-01,Part-C,Night,480,59,421,1.96,182,170,12,0.8771,0.8473,0.9341,0.6942
418,2023-01-20,WELD-02,Part-B,Morning,480,88,392,1.68,228,208,20,0.8167,0.9771,0.9123,0.728
419,2023-01-20,WELD-02,Part-C,Afternoon,480,28,452,2.94,133,123,10,0.9417,0.8651,0.9248,0.7534
420,2023-01-20,WELD-02,Part-B,Night,480,53,427,2.55,163,157,6,0.8896,0.9734,0.9632,0.8341
421,2023-01-21,CNC-01,Part-A,Morning,480,97,383,1.87,192,187,5,0.7979,0.9374,0.974,0.7285
422,2023-01-21,CNC-01,Part-A,Afternoon,480,67,413,2.17,176,156,20,0.8604,0.9247,0.8864,0.7052
423,2023-01-21,CNC-01,Part-B,Night,480,7,473,2.74,168,151,17,0.9854,0.9732,0.8988,0.8619
424,2023-01-21,CNC-02,Part-B,Morning,480,21,459,1.99,202,180,22,0.9563,0.8758,0.8911,0.7463
425,2023-01-21,CNC-02,Part-A,Afternoon,480,91,389,2.37,126,117,9,0.8104,0.7677,0.9286,0.5777
426,2023-01-21,CNC-02,Part-D,Night,480,58,422,1.7,211,198,13,0.8792,0.85,0.9384,0.7013
427,2023-01-21,LATHE-01,Part-A,Morning,480,86,394,2.71,135,124,11,0.8208,0.9286,0.9185,0.7001
428,2023-01-21,LATHE-01,Part-A,Afternoon,480,95,385,1.83,161,149,12,0.8021,0.7653,0.9255,0.5681
429,2023-01-21,LATHE-01,Part-D,Night,480,69,411,2.99,135,119,16,0.8562,0.9821,0.8815,0.7412
430,2023-01-21,LATHE-02,Part-D,Morning,480,4,476,1.93,196,175,21,0.9917,0.7947,0.8929,0.7037
431,2023-01-21,LATHE-02,Part-D,Afternoon,480,47,433,2.99,122,119,3,0.9021,0.8424,0.9754,0.7412
432,2023-01-21,LATHE-02,Part-B,Night,480,48,432,1.62,264,257,7,0.9,0.99,0.9735,0.8674
433,2023-01-21,PRESS-01,Part-D,Morning,480,83,397,2.79,110,108,2,0.8271,0.773,0.9818,0.6277
434,2023-01-21,PRESS-01,Part-A,Afternoon,480,67,413,1.69,243,236,7,0.8604,0.9944,0.9712,0.8309
435,2023-01-21,PRESS-01,Part-D,Night,480,38,442,2.19,187,173,14,0.9208,0.9265,0.9251,0.7892
436,2023-01-21,WELD-01,Part-B,Morning,480,105,375,1.84,176,157,19,0.7812,0.8636,0.892,0.6018
437,2023-01-21,WELD-01,Part-D,Afternoon,480,119,361,2.81,120,106,14,0.7521,0.9341,0.8833,0.6206
438,2023-01-21,WELD-01,Part-B,Night,480,78,402,2.65,147,129,18,0.8375,0.969,0.8776,0.7122
439,2023-01-21,WELD-02,Part-A,Morning,480,8,472,1.65,216,204,12,0.9833,0.7551,0.9444,0.7012
440,2023-01-21,WELD-02,Part-B,Afternoon,480,31,449,2.61,146,132,14,0.9354,0.8487,0.9041,0.7177
441,2023-01-21,WELD-02,Part-C,Night,480,96,384,2.8,104,97,7,0.8,0.7583,0.9327,0.5658
442,2023-01-22,CNC-01,Part-C,Morning,480,29,451,2.72,154,140,14,0.9396,0.9288,0.9091,0.7934
443,2023-01-22,CNC-01,Part-B,Afternoon,480,30,450,1.95,181,172,9,0.9375,0.7843,0.9503,0.6987
444,2023-01-22,CNC-01,Part-B,Night,480,52,428,1.95,167,164,3,0.8917,0.7609,0.982,0.6663
445,2023-01-22,CNC-02,Part-C,Morning,480,80,400,2.52,141,124,17,0.8333,0.8883,0.8794,0.6509
446,2023-01-22,CNC-02,Part-D,Afternoon,480,120,360,2.46,123,115,8,0.75,0.8405,0.935,0.5894
447,2023-01-22,CNC-02,Part-D,Night,480,52,428,1.72,210,202,8,0.8917,0.8439,0.9619,0.7238
448,2023-01-22,LATHE-01,Part-D,Morning,480,30,450,2.77,134,128,6,0.9375,0.8248,0.9552,0.7386
449,2023-01-22,LATHE-01,Part-B,Afternoon,480,117,363,1.59,194,179,15,0.7562,0.8498,0.9227,0.5929
450,2023-01-22,LATHE-01,Part-D,Night,480,49,431,1.86,185,175,10,0.8979,0.7984,0.9459,0.6781
451,2023-01-22,LATHE-02,Part-A,Morning,480,108,372,2.06,159,154,5,0.775,0.8805,0.9686,0.661
452,2023-01-22,LATHE-02,Part-A,Afternoon,480,34,446,2.07,194,171,23,0.9292,0.9004,0.8814,0.7374
453,2023-01-22,LATHE-02,Part-B,Night,480,24,456,2.71,150,143,7,0.95,0.8914,0.9533,0.8073
454,2023-01-22,PRESS-01,Part-A,Morning,480,61,419,1.81,226,206,20,0.8729,0.9763,0.9115,0.7768
455,2023-01-22,PRESS-01,Part-D,Afternoon,480,27,453,2.91,154,137,17,0.9437,0.9893,0.8896,0.8305
456,2023-01-22,PRESS-01,Part-B,Night,480,117,363,1.86,175,157,18,0.7562,0.8967,0.8971,0.6083
457,2023-01-22,WELD-01,Part-C,Morning,480,70,410,1.98,169,157,12,0.8542,0.8161,0.929,0.6476
458,2023-01-22,WELD-01,Part-A,Afternoon,480,39,441,1.89,204,190,14,0.9187,0.8743,0.9314,0.7481
459,2023-01-22,WELD-01,Part-B,Night,480,102,378,2.97,110,106,4,0.7875,0.8643,0.9636,0.6559
